age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
20,Female,121215,3.78,23,13,5.03,3.65,1.2,1,6.99,4.5,9.93,7.81,47.44,64.31,2.41,0.43,0.21,0.41,0.72,0.36,7.52,8,93,2.46,6,1,665.18,0,6.45,2.96,8.3,30.0,6.24,5.25,3.49,91,10
56,Male,80914,0.92,27,6,6.23,0.86,0.29,3,5.84,7.85,4.3,6.72,65.05,57.98,0.0,0.16,0.7,0.51,0.27,0.15,10.36,7,118,1.31,4,0,124.17,2,9.61,5.41,4.47,23.54,4.07,5.98,4.72,85,9
56,Male,76470,2.98,25,15,5.84,1.26,0.01,4,3.81,4.35,8.6,5.18,62.86,100.0,3.42,0.7,0.2,0.47,0.65,0.16,10.04,0,389,2.67,5,0,124.37,3,1.75,4.53,3.51,23.53,7.71,6.6,3.8,75,1
57,Female,108710,1.88,13,8,7.27,1.57,1.97,10,3.93,3.26,6.32,6.7,66.58,77.13,0.47,0.51,0.36,0.11,0.54,0.3,5.88,27,100,0.28,1,1,522.51,1,5.81,2.21,6.81,21.2,4.22,4.3,5.62,45,10
44,Female,36106,2.68,9,3,8.32,0.15,4.38,1,5.12,9.69,5.0,3.54,89.79,82.89,2.81,0.24,0.14,0.22,0.36,0.61,3.98,27,105,0.63,2,0,255.59,3,1.97,4.04,8.57,22.68,9.15,8.48,5.08,26,4
59,Male,37909,3.03,19,5,6.58,0.49,0.25,4,4.2,3.4,6.49,7.17,68.95,56.11,2.17,0.62,0.46,0.48,0.52,0.3,4.26,44,422,1.52,5,0,602.21,2,3.82,3.64,5.83,23.3,16.41,5.28,2.0,67,7
52,Male,78880,3.01,17,23,8.03,3.82,0.76,3,7.58,5.43,5.94,2.23,57.17,80.57,2.86,0.3,0.17,0.3,0.58,0.38,4.9,44,326,1.18,9,1,36.48,2,8.24,5.4,6.94,21.38,5.82,3.68,4.55,46,10
25,Female,62781,4.19,23,17,8.66,10.61,3.07,7,7.9,8.91,9.86,3.78,76.64,100.0,4.26,0.26,0.08,0.6,0.31,0.72,1.98,21,342,1.57,7,0,339.13,0,5.51,5.83,5.54,21.64,5.2,5.69,3.65,16,7
54,Male,88905,0.58,5,16,7.54,1.11,4.65,5,5.88,2.87,6.62,7.81,66.67,75.13,1.13,0.84,0.3,0.3,0.59,0.63,8.08,48,405,0.21,1,0,122.14,2,7.31,8.79,6.25,31.44,4.06,1.31,5.12,92,4
31,Female,51208,2.88,21,1,6.59,0.03,3.74,3,7.64,2.27,6.25,5.92,39.31,81.33,0.99,0.46,0.03,0.32,0.16,0.52,11.76,44,169,2.49,0,1,1177.75,2,6.04,6.01,4.09,23.47,4.35,3.68,3.6,73,7
29,Male,137207,5.46,30,19,6.93,0.33,2.93,7,3.86,2.29,8.92,8.35,73.83,78.04,4.46,0.34,0.22,0.5,0.9,0.52,3.01,37,358,1.55,0,0,142.48,3,2.38,5.21,5.1,21.66,9.82,5.33,4.39,58,8
49,Female,18693,2.04,14,13,10.38,2.35,0.13,7,4.39,9.91,7.75,5.58,62.74,92.95,1.1,0.36,0.12,0.26,0.93,0.67,8.77,12,308,4.77,5,0,1853.1,2,3.97,7.63,5.77,18.79,4.28,9.34,1.95,46,7
38,Male,78200,0.5,38,22,6.97,3.59,0.19,3,3.45,6.75,6.02,6.35,67.42,66.24,0.42,0.31,0.15,0.09,0.64,0.69,0.46,31,203,0.9,7,1,801.36,3,4.99,4.92,6.9,23.89,3.82,2.02,5.87,98,5
24,Female,114666,1.96,33,9,7.69,0.34,2.78,3,2.38,8.32,2.31,1.46,93.28,66.69,0.8,0.55,0.06,0.78,0.45,0.73,3.27,36,355,1.69,8,0,1036.9,1,1.91,6.26,5.97,30.08,5.92,4.31,5.09,19,8
44,Female,41436,0.74,24,11,6.72,0.96,0.09,6,7.51,6.2,4.16,7.5,86.47,74.9,0.0,0.62,0.17,0.23,0.34,0.05,7.66,34,238,2.08,0,1,601.45,0,1.6,4.18,6.27,18.49,1.25,6.24,2.79,36,7
52,Male,116605,2.27,34,10,6.65,3.29,1.66,5,4.71,8.25,7.86,5.09,61.72,97.29,1.95,0.86,0.3,0.17,0.1,0.51,7.14,47,411,0.22,6,1,263.61,0,2.33,4.03,7.93,21.54,2.89,1.91,6.54,26,2
57,Female,149698,8.11,30,1,9.3,4.01,0.63,4,5.86,4.88,7.86,4.85,42.69,62.09,5.42,0.52,0.42,0.05,0.51,0.62,2.47,14,447,2.55,0,1,412.55,1,7.22,4.2,4.07,20.87,10.49,5.82,1.2,52,8
28,Female,96857,2.14,21,3,8.5,0.91,0.66,2,4.53,2.1,6.1,5.31,60.92,75.5,2.62,0.18,0.26,0.85,0.45,0.49,8.27,23,484,1.81,7,1,842.72,1,6.14,7.27,6.75,31.34,6.85,8.18,5.81,81,2
26,Female,73575,5.84,23,19,7.63,0.17,0.62,8,6.64,0.87,8.19,5.8,69.87,50.56,4.85,0.33,0.45,0.42,0.44,0.63,8.92,44,343,0.7,8,1,23.82,2,4.51,6.08,7.35,25.71,12.02,3.45,6.28,97,6
58,Male,105998,2.95,30,22,8.36,0.87,0.54,2,4.79,1.53,6.97,3.87,39.37,90.97,2.1,0.72,0.25,0.42,0.21,0.86,5.07,3,399,1.69,4,0,118.66,2,4.61,6.35,7.11,17.17,4.89,3.34,5.34,56,7
38,Female,106557,0.76,39,20,5.65,0.24,1.19,6,7.84,6.59,9.47,5.5,67.76,93.79,0.0,0.44,0.26,0.24,0.28,0.66,2.07,42,94,5.57,5,1,1732.78,1,3.46,3.44,7.3,28.37,9.76,5.33,3.01,76,6
33,Male,21413,3.41,16,8,6.58,1.27,8.31,5,2.17,3.0,5.2,5.73,63.86,54.59,2.73,0.12,0.46,0.26,0.44,0.69,10.58,29,327,2.26,8,0,1546.27,1,2.22,5.25,5.33,27.55,8.64,1.86,8.1,70,8
51,Female,91953,1.14,28,22,6.28,2.59,8.19,5,5.07,5.11,6.93,8.22,67.58,70.65,1.6,0.44,0.18,0.09,0.54,0.42,6.21,13,332,1.91,10,1,20.56,3,4.46,5.78,7.48,24.6,1.89,5.92,5.27,82,9
17,Male,14652,11.39,2,7,4.63,0.03,2.88,4,3.77,0.0,5.59,4.22,67.16,66.18,7.52,0.62,0.17,0.4,0.47,0.26,11.87,29,3,2.61,4,0,851.49,5,4.75,3.23,10.0,30.22,13.62,6.99,4.52,89,8
46,Female,88000,2.85,28,15,7.08,1.15,0.76,3,4.09,2.09,5.43,4.07,55.68,75.13,2.0,0.67,0.2,0.68,0.21,0.43,10.31,4,294,2.7,9,1,139.38,1,4.33,5.64,6.88,22.04,3.52,3.55,4.71,50,10
22,Male,63568,7.8,13,3,7.37,0.91,3.32,4,7.8,3.02,9.12,3.29,61.42,89.28,4.83,0.63,0.3,0.45,0.76,0.64,5.9,3,406,6.94,10,0,534.27,1,4.41,2.86,6.63,21.68,11.46,4.36,3.66,70,6
40,Male,115953,1.89,37,6,10.21,0.69,0.11,6,5.92,1.36,4.35,7.47,57.3,47.47,0.38,0.96,0.15,0.58,0.66,0.25,12.14,33,250,0.89,0,1,21.06,1,3.7,4.6,8.52,19.91,2.33,5.59,3.55,89,5
24,Female,143051,0.7,15,10,6.85,0.34,1.66,5,3.67,4.05,8.12,6.02,61.86,48.08,0.46,0.86,0.03,0.73,0.36,0.41,6.21,14,190,1.22,9,0,680.96,1,4.27,3.64,3.87,25.48,1.74,3.48,5.11,97,9
58,Female,120255,0.31,1,5,6.49,2.88,4.79,9,4.83,0.32,4.04,6.7,36.54,77.37,0.0,0.87,0.38,0.61,0.77,0.72,5.72,10,342,3.81,1,1,815.12,3,5.0,2.96,6.66,26.65,3.93,6.55,0.41,63,10
47,Female,32092,5.81,39,24,7.01,2.07,2.69,7,9.24,4.96,6.04,5.29,63.11,76.91,3.95,0.53,0.24,0.7,0.6,0.61,8.27,41,288,0.68,10,1,185.85,2,4.23,0.53,5.4,21.93,9.28,5.86,7.37,10,6
38,Female,23563,1.72,39,17,6.86,1.22,0.02,4,8.32,3.91,7.94,9.2,82.49,75.88,1.82,0.35,0.39,0.4,0.29,0.91,6.32,41,190,4.37,10,0,285.87,1,6.13,4.13,4.39,27.58,4.87,8.8,1.06,25,7
38,Male,88839,1.52,4,23,5.72,4.27,0.01,9,6.13,3.4,6.46,6.19,47.63,97.4,1.35,0.71,0.06,0.48,0.29,0.7,1.91,49,377,0.98,7,0,262.35,2,7.2,2.5,5.79,24.23,4.21,3.37,1.77,5,2
46,Other,70487,1.22,27,17,8.56,0.06,1.62,6,6.8,4.8,5.95,6.52,86.49,57.02,1.26,0.21,0.1,0.5,0.36,0.49,10.27,15,319,0.36,8,1,734.52,1,3.16,2.71,6.58,29.82,7.01,5.34,7.09,57,9
19,Male,39374,2.29,6,7,8.74,1.2,2.37,7,5.3,5.86,6.69,7.32,66.32,75.34,1.14,0.73,0.24,0.25,0.46,0.71,2.95,42,395,0.33,7,1,1143.03,1,2.46,3.45,7.02,24.93,3.29,0.0,3.72,63,3
41,Male,23563,0.15,33,2,8.84,1.36,2.67,9,6.12,6.34,4.0,9.21,70.45,67.8,0.0,0.72,0.29,0.39,0.64,0.21,14.23,19,313,0.89,0,1,1057.06,1,6.44,6.23,10.0,18.0,0.58,5.68,3.53,60,6
48,Female,17373,4.12,11,10,9.07,1.17,2.39,1,4.32,4.28,3.78,10.0,43.21,62.33,3.61,0.58,0.24,0.53,0.47,0.78,12.54,21,323,1.29,6,0,157.47,3,7.21,1.57,1.59,23.7,5.98,9.9,4.24,34,6
37,Female,31074,2.57,15,8,4.84,0.32,0.09,7,8.29,6.56,4.85,6.36,94.39,96.76,1.47,0.34,0.66,0.35,0.38,0.56,3.59,32,222,1.65,8,0,484.51,2,5.43,4.87,6.72,26.8,3.39,8.08,4.14,30,4
33,Female,22009,0.37,34,11,9.55,1.39,2.3,5,3.36,3.01,7.17,2.32,100.0,82.87,1.69,0.37,0.29,0.31,0.86,0.79,7.09,47,398,1.76,0,1,1192.78,3,4.49,7.36,8.55,24.48,3.87,3.67,7.81,93,5
36,Female,122845,5.93,19,4,5.83,1.88,1.79,1,5.67,2.66,4.89,7.9,64.03,53.09,3.03,0.33,0.29,0.5,0.26,0.44,2.42,48,198,0.21,9,1,253.52,1,4.46,5.51,7.31,20.5,8.91,3.07,0.86,14,2
47,Male,26190,2.56,11,1,7.58,0.25,0.3,6,6.35,6.05,4.87,7.53,67.66,67.23,3.38,0.38,0.33,0.14,0.76,0.42,7.44,22,47,3.48,5,0,444.85,3,3.43,6.86,4.94,23.23,5.95,2.49,5.42,13,2
48,Other,43922,3.14,29,15,5.93,1.29,2.51,4,3.38,1.79,6.97,3.54,66.04,79.54,2.17,0.29,0.26,0.57,0.65,0.48,2.27,29,56,2.42,10,0,636.15,0,7.97,7.45,6.03,22.97,9.06,5.95,4.52,8,4
30,Female,125363,8.7,2,18,5.6,0.3,1.4,2,5.45,6.05,3.94,7.94,87.98,60.23,5.21,0.84,0.49,0.75,0.86,0.57,11.18,17,198,0.76,4,0,180.83,3,2.72,6.42,10.0,22.93,10.14,4.0,5.77,37,4
51,Female,40696,1.24,32,6,7.39,1.13,2.27,8,4.25,2.48,7.09,7.9,100.0,79.89,1.7,0.64,0.48,0.79,0.51,0.79,9.25,45,211,2.19,9,1,387.02,3,2.27,3.7,6.09,28.47,6.22,4.42,3.85,94,1
35,Male,13353,3.07,10,6,5.85,4.41,0.14,4,3.74,3.22,5.13,6.12,87.5,75.03,1.54,0.46,0.48,0.74,0.86,0.74,4.39,23,72,1.34,9,1,89.99,1,5.75,7.37,10.0,18.68,4.11,5.54,4.85,86,8
42,Female,121996,1.65,21,16,7.33,0.53,2.69,6,6.97,4.44,7.99,5.14,57.12,55.25,0.0,0.47,0.52,0.46,0.32,0.6,7.67,45,424,1.82,1,0,651.61,0,5.87,2.35,5.53,25.78,6.31,8.14,6.03,60,7
34,Male,22756,0.7,39,21,9.08,1.52,0.06,4,4.61,6.94,5.35,5.11,72.32,45.89,0.0,0.51,0.22,0.71,0.37,0.31,2.35,14,189,1.09,8,0,1317.97,0,9.44,1.97,4.49,23.84,7.53,5.02,2.45,30,3
25,Female,148491,6.76,25,14,6.44,0.31,1.59,5,5.28,3.3,5.83,5.11,63.33,63.01,5.0,0.43,0.49,0.66,0.77,0.65,4.66,24,125,1.6,4,0,127.9,2,5.36,5.18,6.32,22.65,9.17,6.54,3.1,93,8
31,Female,46980,0.65,15,5,5.7,0.01,0.72,3,2.26,4.17,4.91,6.56,42.66,67.18,1.16,0.5,0.14,0.29,0.06,0.33,13.83,16,117,1.46,4,0,198.59,0,4.57,6.29,6.03,26.29,3.66,7.51,2.37,52,9
28,Female,31258,5.05,32,0,6.56,1.05,0.42,6,2.97,3.45,5.02,2.52,68.91,70.45,4.34,0.61,0.18,0.25,0.7,0.12,3.9,6,59,4.33,9,1,211.42,3,3.43,3.25,5.06,26.43,7.39,2.67,1.88,25,2
37,Other,63367,5.3,26,24,5.56,0.6,1.07,1,6.8,5.98,4.04,5.33,92.15,73.48,4.21,0.95,0.21,0.31,0.57,0.63,13.43,22,408,2.3,1,1,349.36,0,4.64,1.07,7.16,22.85,6.37,9.17,4.73,0,10
33,Female,34100,4.11,26,8,7.5,0.93,1.4,2,4.82,5.95,5.56,9.44,86.98,53.42,2.92,0.73,0.3,0.4,0.69,0.61,7.94,43,48,1.08,3,0,39.18,1,3.98,4.56,6.31,26.04,6.03,10.0,3.48,42,2
54,Female,23808,2.93,28,2,8.17,1.39,0.28,6,5.6,2.67,4.96,7.56,65.48,56.24,3.09,0.39,0.63,0.59,0.27,0.66,14.77,29,365,1.93,2,0,557.26,2,3.42,8.78,3.33,21.73,8.91,5.03,6.3,48,10
56,Male,111019,3.29,9,17,7.26,1.56,0.08,2,1.49,10.0,5.1,5.09,61.12,59.73,3.33,0.69,0.37,0.3,0.45,0.53,1.91,4,425,0.09,2,1,1227.47,0,3.82,3.54,9.36,23.48,6.96,3.8,5.62,70,4
19,Male,140571,2.78,11,9,6.81,0.4,0.94,3,7.08,3.12,6.3,5.75,53.76,56.73,0.4,0.81,0.69,0.58,0.28,0.87,1.33,15,159,1.47,0,1,730.66,2,5.21,7.71,6.7,20.37,4.14,5.38,0.81,79,10
54,Female,94801,0.49,17,11,7.58,0.49,3.71,2,9.68,3.31,5.23,6.07,61.62,51.77,0.74,0.63,0.37,0.48,0.74,0.77,4.18,9,252,2.09,0,1,332.83,0,4.76,3.85,3.9,18.25,10.0,5.05,2.98,45,2
39,Male,123443,0.89,20,16,4.44,3.01,4.37,9,2.79,5.31,7.23,5.12,60.96,100.0,0.14,0.76,0.16,0.89,0.41,0.11,1.15,21,235,1.04,1,1,102.7,1,4.22,9.81,9.54,28.84,4.5,4.58,6.81,47,2
49,Male,72056,4.74,19,7,4.94,3.65,1.27,7,7.66,9.53,4.7,4.24,66.6,59.34,2.58,0.56,0.61,0.59,0.39,0.38,7.91,25,308,0.09,0,1,431.88,0,5.44,4.47,0.9,33.5,5.81,5.56,3.28,82,9
29,Female,42245,3.0,21,6,3.32,3.38,1.66,10,8.66,5.53,7.98,8.27,46.12,73.95,1.65,0.99,0.03,0.62,0.43,0.77,5.39,15,390,1.38,4,1,263.56,2,4.4,3.55,5.43,17.92,6.75,3.46,3.06,30,9
37,Female,49621,5.18,34,18,6.12,1.13,0.23,4,4.48,3.36,3.77,7.8,88.4,85.95,5.09,0.91,0.06,0.53,0.3,0.62,5.27,19,435,0.97,2,0,1667.03,0,4.67,7.81,7.1,27.11,7.34,6.85,4.03,57,10
43,Female,28328,2.27,20,9,5.86,0.73,4.82,3,5.09,6.57,4.09,5.14,86.43,73.15,0.68,0.52,0.27,0.5,0.23,0.83,5.05,44,124,0.68,8,1,456.17,3,4.89,3.77,4.66,24.38,7.42,3.81,1.6,50,6
31,Male,13816,2.6,23,9,7.29,5.54,3.33,5,6.86,10.0,4.99,4.86,54.42,39.45,0.0,0.82,0.18,0.31,0.79,0.36,0.23,6,325,4.37,6,1,560.32,1,2.6,2.95,6.76,29.66,6.84,3.72,5.21,23,5
51,Female,107765,0.57,19,5,8.86,2.03,0.51,4,7.0,5.39,4.93,7.25,96.18,67.03,0.0,0.61,0.08,0.02,0.66,0.74,0.97,41,201,0.95,2,1,746.5,0,4.16,6.64,4.45,24.5,3.32,6.86,2.26,84,3
38,Female,65810,2.73,4,17,7.25,0.18,1.2,3,5.2,6.57,4.91,8.9,35.33,74.57,3.42,0.08,0.42,0.26,0.56,0.28,6.6,5,26,1.9,0,0,168.88,2,0.85,7.06,6.14,25.83,3.08,4.96,5.6,32,9
31,Male,119133,3.29,16,6,7.41,3.24,0.92,1,6.04,10.0,4.5,8.22,44.87,89.17,1.74,0.32,0.23,0.61,0.57,0.91,2.96,37,478,1.01,10,1,63.36,3,5.75,6.49,6.94,27.24,11.89,4.01,2.95,69,7
57,Female,146654,3.53,39,10,9.44,2.15,0.54,2,5.67,0.79,5.06,8.72,55.09,67.0,3.46,0.57,0.1,0.37,0.6,0.73,6.29,39,370,1.53,6,1,277.14,3,3.82,2.72,9.1,23.78,10.42,5.87,3.11,5,1
51,Male,97213,4.63,30,13,7.55,0.05,0.07,9,4.02,7.8,8.49,6.31,83.13,61.48,1.99,0.34,0.23,0.44,0.6,0.61,2.57,8,428,0.4,4,0,605.92,3,5.54,4.72,6.47,25.57,8.53,5.96,4.08,25,8
25,Female,143168,1.38,22,6,6.26,0.58,0.13,10,8.99,4.34,6.81,7.79,70.54,62.19,1.53,0.53,0.12,0.33,0.35,0.82,0.49,1,60,2.95,7,0,505.25,1,4.77,6.7,6.85,37.03,7.33,5.77,6.46,9,6
50,Male,8168,2.52,17,24,3.35,2.46,2.13,3,1.88,1.31,5.81,5.97,64.07,42.58,2.67,0.4,0.51,0.39,0.47,0.22,2.51,22,37,1.2,8,0,639.06,0,0.0,4.52,3.93,25.33,5.2,6.04,3.41,40,2
18,Female,62240,1.33,3,5,6.08,1.03,0.25,10,2.84,6.77,6.44,3.12,43.21,44.76,1.66,0.87,0.52,0.05,0.59,0.5,8.08,36,34,1.81,7,1,60.94,1,3.99,1.81,8.61,25.31,4.81,2.96,4.67,53,10
57,Male,38111,2.33,11,5,10.63,4.19,0.24,9,5.09,4.69,8.05,4.49,85.73,81.88,2.42,0.15,0.29,0.53,0.35,0.61,3.95,25,248,2.43,3,0,971.08,0,6.3,6.99,2.47,25.04,6.52,4.96,2.64,78,4
33,Female,139210,3.9,13,9,6.8,5.78,1.31,2,2.54,5.17,4.8,7.72,75.71,59.83,2.49,0.27,0.36,0.2,0.57,0.44,7.71,17,182,2.85,1,0,212.91,0,4.88,5.59,3.52,28.06,6.4,7.63,0.0,20,7
33,Female,56504,2.55,37,1,6.27,2.55,0.98,5,6.26,4.25,3.32,5.72,45.64,69.86,2.25,0.75,0.27,0.6,0.38,0.92,4.22,3,486,1.44,6,1,245.28,3,5.28,6.13,5.63,27.86,5.28,4.62,4.52,85,3
23,Male,20394,4.21,2,12,8.74,0.58,8.05,4,2.67,5.53,1.66,6.89,70.61,62.48,3.21,0.43,0.31,0.72,0.74,0.64,5.77,24,446,2.62,4,1,295.79,1,2.94,6.84,6.93,21.73,5.06,5.7,0.42,13,1
48,Other,34632,1.21,2,21,10.81,0.23,0.05,7,6.37,9.14,5.47,6.39,41.72,73.46,0.0,0.77,0.44,0.57,0.36,0.48,8.26,38,307,2.81,10,1,667.72,1,2.91,7.11,8.29,22.12,2.5,2.37,7.11,99,1
30,Male,27346,2.13,4,2,7.22,5.96,3.01,6,3.72,10.0,8.31,7.98,78.06,61.21,3.04,0.74,0.7,0.49,0.22,0.44,8.57,43,244,0.19,10,1,83.52,1,3.32,6.17,9.85,30.16,2.83,4.27,2.82,60,8
27,Female,60384,7.93,19,16,9.39,0.31,1.72,8,4.91,3.15,10.0,7.66,73.99,46.93,7.21,0.49,0.26,0.6,0.7,0.82,16.46,21,167,2.49,4,1,665.38,3,4.39,2.36,4.63,21.49,10.66,5.69,3.37,12,8
23,Male,51064,1.8,16,9,9.17,7.68,1.5,1,7.21,2.49,7.51,10.0,49.54,66.06,1.54,0.24,0.42,0.25,0.6,0.21,4.12,28,123,3.6,2,1,710.91,0,7.47,5.89,3.49,25.68,3.99,7.85,0.38,34,4
24,Other,111123,4.77,15,16,4.95,0.41,1.38,2,7.81,8.62,4.98,3.71,64.02,73.58,4.07,0.52,0.18,0.62,0.62,0.42,15.02,23,296,2.13,4,1,743.77,2,3.28,6.19,7.88,23.02,7.81,4.05,3.49,54,7
24,Female,143669,0.48,31,16,5.31,2.35,2.89,7,5.85,5.3,5.21,7.56,45.32,75.14,0.0,0.25,0.4,0.79,0.35,0.37,12.16,31,179,2.82,4,1,990.79,1,5.55,7.46,8.53,24.91,1.38,7.26,6.59,39,2
40,Female,30354,0.41,1,23,5.53,0.92,1.4,3,7.91,0.68,3.97,8.97,63.76,70.64,0.12,0.4,0.32,0.65,0.76,0.9,2.43,25,448,0.65,0,1,373.53,1,7.31,5.46,6.41,27.75,1.9,4.65,2.88,48,4
40,Female,97073,4.8,30,19,7.32,3.09,0.02,5,4.76,0.21,4.66,7.58,64.01,94.63,2.73,0.69,0.02,0.19,0.59,0.66,4.42,47,176,3.54,8,1,53.57,2,6.35,3.41,7.71,24.1,11.02,2.1,2.85,66,10
29,Male,47652,7.92,5,2,6.97,0.68,3.73,7,4.8,4.04,6.86,4.18,44.27,100.0,7.77,0.61,0.43,0.63,0.54,0.72,12.72,39,111,2.71,1,1,49.29,1,4.09,2.93,4.74,20.44,11.5,1.33,5.88,32,7
40,Female,129094,3.79,15,9,6.2,1.29,0.3,3,4.95,8.8,9.75,9.3,70.2,84.21,3.43,0.49,0.06,0.12,0.96,0.28,1.78,32,245,0.55,6,1,423.07,3,4.26,5.53,3.85,27.89,14.09,6.24,5.43,58,3
41,Female,27454,1.48,36,14,8.41,0.68,3.01,2,3.66,3.71,5.41,8.74,52.6,81.11,2.24,0.02,0.47,0.74,0.69,0.05,1.07,5,448,0.64,9,0,223.69,2,8.81,4.15,6.55,22.07,5.3,6.73,3.63,89,3
58,Female,125873,2.94,25,13,8.88,0.29,0.61,7,6.12,4.87,4.89,6.24,63.83,63.85,1.94,0.66,0.42,0.44,0.63,0.47,14.08,5,227,0.65,10,1,917.28,2,5.22,3.71,7.1,25.96,4.47,4.35,2.72,24,3
57,Female,91429,2.78,27,17,5.85,2.49,2.91,5,5.27,5.67,4.25,7.92,84.17,39.79,2.12,0.56,0.31,0.66,0.44,0.71,3.45,12,182,1.49,4,0,1527.9,0,4.23,4.45,3.72,22.96,7.88,7.02,2.13,6,9
45,Female,144647,3.9,35,23,6.28,1.19,0.68,7,3.81,1.48,5.71,7.96,77.6,56.05,4.39,0.22,0.28,0.46,0.65,0.17,4.08,23,488,0.65,3,1,7.88,2,6.14,2.68,8.64,19.82,10.45,4.19,3.95,8,2
23,Female,94195,2.13,22,16,6.45,0.59,2.55,10,0.73,0.0,5.99,4.91,97.45,72.18,1.16,0.27,0.21,0.1,0.71,0.73,3.5,6,38,3.1,3,1,1123.1,1,6.78,4.6,5.55,27.91,6.41,7.1,2.1,95,10
34,Female,97723,1.94,18,1,7.26,0.24,4.09,2,2.18,0.0,6.77,6.96,48.92,59.53,2.9,0.97,0.29,0.65,0.8,0.49,2.63,15,379,1.52,9,0,134.2,1,3.52,6.43,4.02,23.69,7.8,2.16,3.24,72,1
25,Male,41380,2.52,36,2,8.19,5.98,0.66,2,3.86,7.82,8.53,4.48,78.09,90.01,0.98,0.58,0.21,0.21,0.34,0.82,4.91,25,411,1.61,5,1,682.92,1,0.59,2.3,6.12,16.97,4.85,5.31,3.46,34,5
46,Male,68607,1.94,36,15,6.51,1.46,7.36,7,1.7,2.55,4.93,6.76,57.99,76.26,1.13,0.17,0.53,0.17,0.54,0.59,5.61,16,135,0.5,2,0,74.81,0,4.59,5.57,6.42,20.19,3.77,3.19,5.01,53,10
33,Female,93948,7.53,8,1,7.4,1.5,1.82,10,5.19,6.57,6.22,6.19,79.46,50.84,3.81,0.11,0.67,0.64,0.27,0.97,7.72,29,170,4.22,7,0,1284.47,3,4.25,5.68,7.3,25.65,9.95,5.78,0.78,25,1
21,Female,142452,3.43,11,10,6.98,0.55,3.04,8,2.94,5.07,2.84,6.18,100.0,76.05,0.78,0.26,0.23,0.25,0.93,0.47,7.31,16,315,3.52,5,1,170.16,3,2.84,6.13,7.04,16.93,5.1,4.67,3.47,72,4
44,Female,93207,5.43,6,8,7.73,0.34,0.16,4,4.63,4.58,4.79,8.74,75.05,88.56,3.35,0.42,0.26,0.42,0.39,0.66,10.78,46,34,1.62,0,0,773.56,0,4.64,4.13,8.36,22.68,7.48,5.94,2.08,45,9
40,Other,41308,6.25,9,2,6.33,4.4,0.78,3,5.77,6.45,5.57,2.03,49.58,65.29,5.29,0.33,0.09,0.67,0.27,0.98,1.74,44,102,1.92,2,0,373.98,0,1.72,6.96,4.16,30.13,7.84,5.43,7.23,47,6
20,Female,112760,0.26,28,6,7.0,4.12,0.83,2,6.62,4.43,6.84,7.25,55.56,74.02,0.58,0.49,0.22,0.07,0.3,0.24,10.91,7,124,0.88,2,1,60.8,2,6.14,3.49,7.23,22.0,3.0,3.29,3.04,58,2
46,Female,48057,0.61,1,20,9.68,10.83,1.44,2,2.69,1.14,5.44,5.67,90.4,58.3,0.16,0.37,0.17,0.63,0.33,0.89,3.36,35,98,1.58,5,0,808.42,3,6.34,1.64,9.58,26.21,8.03,3.55,9.75,81,9
56,Male,107601,1.45,1,24,7.04,0.22,0.96,2,2.0,2.33,6.05,0.88,61.07,46.32,0.14,0.72,0.27,0.6,0.8,0.1,5.66,23,320,1.73,9,1,158.45,3,2.6,5.2,6.21,33.17,5.0,7.33,4.2,95,4
42,Female,29582,1.43,12,7,5.65,0.3,1.22,8,6.5,5.75,6.27,5.37,56.08,92.21,0.0,0.47,0.38,0.33,0.41,0.49,1.63,6,3,2.06,4,1,412.7,2,2.0,6.57,5.98,28.49,4.68,6.5,3.54,78,8
29,Female,32232,3.01,35,21,5.44,0.94,0.07,4,5.55,4.26,6.19,6.42,67.11,67.56,3.16,0.41,0.4,0.42,0.76,0.65,1.09,28,131,1.96,3,0,583.07,3,2.96,7.85,5.57,25.17,11.23,7.14,4.02,51,10
49,Female,58959,1.11,39,9,8.3,3.17,4.01,8,4.02,5.61,4.52,8.0,83.61,70.51,2.73,0.53,0.61,0.45,0.31,0.36,8.69,3,380,3.82,1,1,1331.51,1,4.63,3.8,8.54,22.64,1.26,4.77,7.03,4,4
51,Male,120587,1.44,6,20,7.5,2.55,2.61,9,5.89,6.22,4.22,3.62,74.15,85.71,1.17,0.07,0.37,0.42,0.51,0.24,3.56,7,104,0.98,1,0,110.22,0,7.47,5.41,8.99,26.77,12.29,4.76,3.74,27,7
46,Female,110238,3.99,11,21,5.1,2.41,0.31,9,3.3,0.0,6.48,7.93,84.97,63.19,3.22,0.25,0.34,0.45,0.69,0.42,9.37,9,267,1.53,6,1,93.1,1,3.3,4.7,4.7,23.93,7.79,3.72,4.38,38,5
